id,price,moonRank,💎 score (%),storeURL,Background,Big Item,Floor,Floor Item,Grand,Room,Small Item 1,Small Item 2,Story,View,Wall,Wall Item
413-20,3.11,3145,63.04,https://solanart.io/search/?token=CFRtpdk341QGcBHcBFyndmcUYcppv6u58KsfZGiVbV9H,Black,Weightrack,Gray Tile,,,20,Balanceball,Jumprope,413,Green2,Junglevines Tree,Gold Clock
413-11,3.4,3243,59.74,https://solanart.io/search/?token=FPPab4KVTmXCWwMjczCehHbp38J7An8KDGKWiaR3WN2m,Teal,Evening Dining Table,Mud,Confetti,,11,Silver Coathanger,,413,Blu+e1,White Smooth,Earth Poster
413-6,4.99,4369,39.31,https://solanart.io/search/?token=2ZTZ8P3q75zUoEeWBRBD6pAawsVbW94RBXNHsGJay4yk,Yellow,Evening Dining Table,Gold Tile,,,6,Silver Coathanger,Gmoot Loot,413,White,Gold Bricks,Neon Arc Blue Sign
414-18,3,2740,65.77,https://magiceden.io/item-details/2RrwxiaAxr9ZctktjYCT9VtFPrtAdwF66qRXKyBdw2So,Purple1,Gold Couch,Lightgray Wood,,,18,Glass Coffeetable,Magic8ball,414,Red,Steel Metal,Sol Marble Sign
414-1,10,2372,0,https://magiceden.io/item-details/71C9G4WET5QxRz7T396ZG4vyGb1YX4LCTmUviTZMZpkZ,Black,Purple Cornered Couch,Grass,Fish,,1,Futuristic Round Coffeetable,Modelspaceship,414,Red,Gold Bricks,Dartboard
414-5,3,7154,47.99,https://solanart.io/search/?token=388rZVFCXj7xL3SxESkGesMdsJcisddghszCn6QYazAM,Blue2,Gray Cornered Desk,Darkbrown Tile,,,5,,Skulls Terrarium,414,White,Futuristic Panels,Sol Black Sign
414-19,4,3316,53.45,https://solanart.io/search/?token=4Ge3EZQsPcP8FqABP8QnB8e73k9f5vpXoTQnKzNeBf7B,Turquoise,Green Cornered Couch,Gray Tile,,,19,Glass Round Coffeetable,Modelspaceship,414,Pink,White Smooth,Star Sign
414-6,4,9170,29.87,https://solanart.io/search/?token=2ubGK7X4C1ZzYVgFKEvWoVcf8ngaDDo5J3XoxrhkYYve,Purple3,Butcherblock Kitchen,Grass,,,6,Toaster,,414,Blue2,White Smooth,
414-8,2.1,4517,67.61,https://alpha.art/t/G83R9tP14yzuY8sRkrwgtvCRDP6HjTJHQLUdZsEvrDQY,Turquoise,Purple Cornered Couch,Gold Tile,Sneks,,8,,Modeltruck,414,Blu+e1,Jungelvines Gray Bricks,Clapperboard
415-18,0.95,7038,68.96,https://magiceden.io/item-details/9DyrQ1vDT4QCM9oyeK1jdznTi2ceQi33s772GzypYJGw,Teal,Paintersdesk,Black Wood,Lightbrown Rug,,18,,,415,Red,Gold Bricks,Neon Gn Sign
416-15,2.99,9179,39.94,https://alpha.art/t/CkioaYvHPAyofWxFcdGTcwS9rtHbdfPPJ7vPjFUny3F3,Purple1,Ratchet Couch,Darkbrown Tile,,,15,,,416,Blue2,Bamboo,Neon Arc Red Sign
417-5,0.99,2055,88.62,https://magiceden.io/item-details/5av2nnvXA3KhT6Z5hTFXmSgRYzasmbz75qnLbDzf8Wzn,Green1,Blue Couch,Void,,,5,Cardboardbox,Hourglass,417,Blu+e1,Darkgray Smooth,Neon Arc Purple Sign
417-15,2.21,3014,72.56,https://magiceden.io/item-details/8kPE56heZeqUJiTXPimgjLUxcUbM4u9wP9AEhep7ddqB,Green1,Granite Kitchen,Black Slate,,,15,Coffeemachine,Breadloaf,417,Green1,Darkgray Stone,Gray Clock
417-8,8,8575,0,https://solanart.io/search/?token=Bas6Snti3ZStUHtsxQwFWSy2SVoezcuFAxid8rbRqVCG,Burgundy,Silk Bed,Hay,Rocks,,8,,,417,Black,Adobe,Ice Clock
417-10,16.5,1854,0,https://solanart.io/search/?token=BcDgv1AGXHPJRsvHEH7AQopTVu5QyosbE9UULBiRzPoW,Rose,Brown Chairwplant,Cobblestone,Fish,,10,Safe,Gummybear,417,Blue2,Jungle Tree,Neon Grindset Sign
417-18,19,1086,0,https://solanart.io/search/?token=2zf7QmGQjpVa85xovg99MDHnBNkvXyXEcwRFesCTgdEN,Purple3,Marble Kitchen,White Slate,Rocks,,18,Cuttingboard,Mango,417,Blue4,Forest Tree,Neon Arc Red Sign
417-6,77177,6882,0,https://solanart.io/search/?token=AFfgaqTwxWZPwJZzkbukebd96o5DSzEChmKgHYj2HBm5,Green1,Orange Couch,Mud,Crystals,,6,Hotpottable,,417,Black,Gold Bricks,Ice Clock
418-6,2.1,4146,69.1,https://magiceden.io/item-details/CEcrkrG94s4GhJovEGoxPUnbMWzCq6aUokFJGbAbbe16,Blu+e1,Futuristic Cornered Couch,Void,Sneks,,6,Glass Round Coffeetable,Modelplane,418,Blue5,Steel Metal,
418-2,3,3668,62.03,https://solanart.io/search/?token=GvZf8zxyL6NuQtmKxaPrF65TzceK7fQbET1HRHPE6mAW,Blu+e1,Beanbags,Lightbrown Tile,,,2,Beachy Cabinet,Shark Acquarium,418,Blue3,Darkbrown Planks,Neon Grindset Sign
418-11,4.22,8870,28.88,https://solanart.io/search/?token=FMv3mK8xVCdgTnDVahmZPyR9UE4E7w13oGzNux1Gn1B3,Purple3,Orange Couch,Lightgray Wood,,,11,Bike,,418,White,Jungle Tree,Sol Black Sign
418-4,6,1157,42.14,https://solanart.io/search/?token=BFM2hyh6ySmJ43bWoZg9dXT9fs8kMNwSZp2uhPZLrKzG,Blu+e1,Ice Couch,White Slate,,,4,Brown Coffeetable,Winebottle,418,Peach,Psychedelic Smooth,Frakt Poster
419-9,12,7797,0,https://magiceden.io/item-details/HcQ91rbo44nZdED2v9cbJWscbotLwLTn7M9qqSkLg7vN,Teal,Black Chairwplant,Carpet,Bananas,,9,Bike,,419,Blu+e1,Jungelvines Gray Bricks,
419-5,9,832,13.45,https://solanart.io/search/?token=5z4UEZ2bM7nN4rJXBC4R1roPqGXYKZGNqjwwHg91kJog,Black,Treadmill,Sand,Rocks,,5,Gymbench,Kettlebells,419,Green1,Bamboo,Neon Gn Sign
419-18,10,5439,0,https://solanart.io/search/?token=J8jNrciq6h5iFudZHRj2LCMmNXCXkK7jVTCvfw5ukzG,Black,Ratchet Couch,Grass,Plants,,18,Crayons,,419,White,Jungelvines Gray Bricks,Neon Gmi Sign
420-14,14.2,4579,0,https://magiceden.io/item-details/4JdrWUiFRqxL4buBPc6dcZQmwDaZFWyd5ZhgWP6aXr9o,White,Ratchet Bed,Cobblestone,Crystals,,14,Brown Bedtable,Pearlnecklace,420,Black,Psychedelic Smooth,Binaryclock
420-6,4.95,8422,23.38,https://solanart.io/search/?token=FHQJsH1nU2cgTz7LznSTNRY735VQACorh9upzKwBDeya,Black,Brown Chairwplant,Brown Wood,,,6,Minifridge,,420,Blue4,Gold Bricks,Binaryclock
420-20,6,3115,34.26,https://solanart.io/search/?token=7mbGyt4RCVsJ1u2Aa6CjFjXfKxphjBYcfGJqqnBMdTgi,Orange,Green Couch,Gray Tile,,,20,Cardboardbox,Grenade,420,Black,Junglevines Tree,Katakana Sign
420-4,12.49,6117,0,https://solanart.io/search/?token=HnzPhVeP7hV5L8DCJAimVW2VmR9FQTds7ETVaLdk1qh5,Purple3,Ice Couch,Snow,Bananas,,4,Cartire,,420,Blue3,Futuristic Panels,Neon Gmi Sign
420-10,420.100006,6853,0,https://solanart.io/search/?token=7CxooS8XmsGrztrisXgXzcNbS73An8gZTPCrVcE6bdBT,White,Bathtub,Sand,Sneks,,10,Cartire,,420,Red,Glass,Neon Arc Blue Sign
420-19,420.190002,7220,0,https://solanart.io/search/?token=21RQ7teaZgSoA8NH86MkoZqNSAZ53MJRV32FVyycs1gu,Blu+e1,Gold Couch,Hay,,,19,Safe,Gummybear,420,Goldwhite,Gold Bricks,
421-3,1.39,6448,66.93,https://magiceden.io/item-details/3MsGrguDXBnKpzmepKTzdagmU2nRdR71wV9ngKxzCLhC,Blu+e1,Marble Round Table,Black Wood,Sneks,,3,,Turtleshell,421,Green1,Bamboo,
421-7,5,6204,31.82,https://magiceden.io/item-details/2GtPwrZJNswiUzYivspKedyYkoyF8Jjd2nrXaJuw7Z8t,Blu+e1,Silk Couch,Snow,Crystals,,7,Glass Coffeetable,,421,Orange1,Silver Bricks,Star Sign
421-2,3.99,7840,35.33,https://solanart.io/search/?token=DMiUKeToXTbozp6Q4GCTW5VAc9MDPuMF7orma3543Wfa,Yellow,Ice Couch,Darkgray Wood,,,2,Futuristic Coffeetable,,421,Black,Gray Bricks,Candles Shelf
421-11,5,2578,46.42,https://solanart.io/search/?token=G4Dr9Gftg6TXA3cEnBVxYDf2x2oBXMkYfiUSe1VizxiA,White,Beanbags,Carpet,Fish,,11,Safe,Laptop,421,Blue2,Darkgray Stone,Sol Marble Sign
421-9,5.99,2485,36.89,https://solanart.io/search/?token=2cUZC8FJRwRxnjxeEUooqTnmkFxHviSiRJW1Do9YzMaz,Purple2,Silk Couch,Gold Tile,Confetti,,9,Safe,Joints,421,White,Bronze Metal,Neon Gm Sign
421-20,3,9187,39.8,https://alpha.art/t/FjtMmxfNsUGGk1fh471GLT8Z4YQ7SXQtZRrHBfLH4mXr,Teal,Silk Bed,Snow,Sneks,,20,,,421,Orange2,Steel Metal,
422-2,3.88,1723,61.06,https://magiceden.io/item-details/5aTrCyfntbwHUX3WiVqJiQTAv4n9e7X5n9xYqDVjWGvd,Orange,Futuristic Cornered Couch,Sand,Crystals,,2,Pyramid,Modelspaceship,422,Goldwhite,Darkgray Stone,Ice Clock
422-3,2.4,5526,60.55,https://solanart.io/search/?token=51d1n7QXERXfh4JRsarvChwrNygm6z5K4QuVUrNdtVaw,Burgundy,Tiedie Bed,Grass,,,3,Brown Bedtable,3DGlasses,422,Blu+e1,White Planks,Neon Arc Red Sign
422-8,5,4458,38.85,https://solanart.io/search/?token=8fupcr2zJJYjMzmuwjJ1RxZM7ovd2TSTheMJjSfWU8cP,Blu+e1,Futuristic Cornered Desk,Checkered Tile,,,8,Trading Supplies,Orca Acquarium,422,Green2,Darkbrown Planks,Ice Clock
422-12,5.35,7222,24.22,https://solanart.io/search/?token=ZXUuRnJYMDfnijFrJurLFjMxnEU7opicn4nw7sCF3mX,Purple3,Tiedie Bed,Dirt,Dogbed,,12,,,422,Orange1,Brass Metal,
422-11,4,6661,39.98,https://alpha.art/t/BTFvPq5VR79NGwv8wLHDd8q2DnDZSFUrN3UaNUF84i8v,Black,Blacknwhite Couch,Glass,Bananas,,11,Candymachine,,422,Red,Lightgray Stone,Binaryclock
422-18,6,1426,41.06,https://alpha.art/t/7HEFZnSG2DnGZhRCiTJfC8dNGbkkKA9m1rX24xA8Q9fW,Purple1,Poker Round Table,Brown Wood,Rocks,,18,Classicchairs,Bigbrain,422,Peach,Darkbrown Planks,Star Sign
423-17,2.69,4849,60.37,https://magiceden.io/item-details/CURdbN7UQD1hTsrgWi3akA3vA5R5PHimEhh5rBXAAbgE,Blue2,Poker Round Table,Gold Tile,Cotton Rug,,17,,Bigbrain,423,Green1,Orange Crystal,
423-18,10,414,5.13,https://magiceden.io/item-details/8FBpiM4JwJ9o1XqaCNtikkps1g2xGwC9uywnowjbQWDL,Green2,Weightrack,Lightgray Wood,Fish,,18,Balanceball,Waterbottle,423,Black,Adobe,Gray Clock
423-2,4,5797,43.46,https://solanart.io/search/?token=7TGVjqw7TC3SceBhFh8BU8KpzsEkfjgh2jojTgXYM43X,Yellow,Gray Deskwchair,Void,Fish,,2,Bike,,423,Red,Silver Bricks,Clapperboard
423-19,5,9547,18.35,https://solanart.io/search/?token=7xMS2mzZp6n2BesAsRDCJWkTmtmT7X7jhS8zCYr8megA,Green2,Black Chairwplant,Carpet,,,19,Hotpottable,,423,Black,Forest Tree,
423-9,9.5,2476,1.83,https://solanart.io/search/?token=9YRX1HCbkvqz4HtBKeub3upGAa59Gn5jipPJj7Zfcp4S,White,Blue Cornered Couch,Gray Tile,Bananas,,9,Marble Round Coffeetable,Modelspaceship,423,White,Silver Bricks,Neon Gmi Sign
424-6,2,6171,61.95,https://magiceden.io/item-details/FKEVu33UvuZmEPfijyHYb4dWuQjBTpYkEihjykSvqXhQ,Purple3,Green Couch,Black Wood,Confetti,,6,Crayons,,424,Yellow,Jungle Tree,Candles Shelf
424-20,2.99,4236,59.84,https://solanart.io/search/?token=D8eCUfzr6zx7wEGEnULxPd35ssBfPuX3eHgCe7CtdwhR,Burgundy,Silk Bed,Grass,Rocks,,20,Brown Bedtable,Spartanhelmet,424,Goldwhite,Futuristic Panels,Binaryclock
424-3,3,5615,54.19,https://solanart.io/search/?token=GsErj3A9qeMtNma93apAjnPbrr7AFWcLkeWKJZ7V5eFv,Pink,Cotton Bed,Dirt,,,3,Brown Bedtable,Pearlnecklace,424,Black,Gold Bricks,Neon Gmi Sign
424-12,5,1978,48.83,https://solanart.io/search/?token=HdmEXjLp7XF3Nhc4dYnVg96nBHzNiaF8BigB2C5vbNid,White,Butcherblock Kitchen,Carpet,Crystals,,12,Cuttingboard,Knifeblock,424,Blu+e1,Ice Bricks,Neon Gmi Sign
424-10,50,7842,0,https://solanart.io/search/?token=C56ECgQSsrRiZbZuLnpwanczfn1AGbS23Dn1iSieTZLp,Black,Treadmill,White Slate,,,10,Yogaset,,424,Goldwhite,Silver Bricks,Neon Gmi Sign
425-14,1.5,6283,66.5,https://magiceden.io/item-details/ACP5f7TWuSam8m9YuoLHEhrgfBBfYcoZcR4DsEZFF8Kh,Purple3,Brown Cornered Desk,Gmoot Tile,,,14,,Gecko Terrarium,425,Pink,Black Smooth,Binaryclock
425-15,1.75,5387,67.61,https://solanart.io/search/?token=CK495D3puAYxka476rCZwE1tvAxFpcBBY9Y85et5qVJi,Purple2,Orange Couch,Lightbrown Tile,,,15,Glass Coffeetable,Magic8ball,425,Black,Ice Bricks,
425-6,1.8,9692,49.77,https://solanart.io/search/?token=83rs2LWzbkd6r9sMz6CVo6YTfgJpVfYGMdf2jGh3veGT,Blue2,Bar,Black Slate,,,6,,,425,Black,Gray Bricks,Neon Gmi Sign
425-8,5.7,224,48.9,https://solanart.io/search/?token=3EoRF4hG5Ug8WXaCK31HRRBLXVtmaDC9ET6MC6812vBW,Green2,Weightrack,Dirt,Sneks,,8,Balanceball,Towels,425,Orange1,Silver Bricks,Neon Arc Red Sign
425-3,10,1316,1.5,https://solanart.io/search/?token=Bb3WsbWy7cLyKgUfGTLTPfqGaQGDnsg3YNZAxZ14qSdq,Turquoise,Marble Kitchen,Glass,Rocks,,3,Coffeemachine,Bagels,425,Goldwhite,Adobe,Neon Arc Blue Sign
425-10,3.65,6077,45.83,https://alpha.art/t/98H4gshq3v2DVvotoaDy5JkAKDsojniQcrKuA8riA95N,Blu+e1,Ratchet Bed,Black Slate,Dogbed,,10,,,425,Peach,Silver Bricks,Heart Sign
426-6,2.75,2723,68.33,https://magiceden.io/item-details/GdcJjCPuKT9kMWv6rLSPaudMg95xms4gAQCU1i5ZBMVC,Purple3,Cotton Bed,Black Wood,Football,,6,Brown Bedtable,Hoak Cap,426,Goldwhite,Glass,
426-16,2.5,4088,65.34,https://solanart.io/search/?token=Hn8dHBSg8PUoiZh7u7VaUNpYQowrunMQ6CUwYvqD5tAS,Teal,Lunch Dining Table,Dirt,,,16,Brown Coathanger,Normal Loot,426,Orange1,Jungle Tree,Gold Clock
426-15,5,8682,21.84,https://solanart.io/search/?token=5exZAXv5Agk9ugkf8ek99PZyygtj4cK9ZVLg3NTFShaR,Blu+e1,Granite Kitchen,Checkered Tile,,,15,Toaster,,426,Goldwhite,Jungelvines Gray Bricks,Binaryclock
426-20,8.88,7547,0,https://solanart.io/search/?token=AKhsSXFy6Cu2jh65H39aPLEHKsbXpgqzve25i2vL38CL,White,Black Bed,Hay,Fish,,20,Brown Bedtable,,426,Blue2,Bamboo,Katakana Sign
426-18,18,203,0,https://solanart.io/search/?token=FxizoXXSQr1Cgrs44JFWZNxLn9X5345zVXTGSvrsN17o,Orange,Futuristic Cornered Couch,Brown Wood,Cotton Rug,,18,Futuristic Round Coffeetable,Plushiebear,426,Purple,Concrete,Neon Arc Purple Sign
427-15,4.9,1419,52.09,https://magiceden.io/item-details/Dhxs83CZVnbFfpoKAgztsP2AnJ1cb6tDgudKHPkFDR2Q,Green1,Granite Kitchen,Gold Tile,Rocks,,15,Toaster,Breadloaf,427,Green2,Jungelvines Gray Bricks,Neon Grindset Sign
427-2,4.8,3720,43.82,https://solanart.io/search/?token=HH5Xyze25b4AaYz4JH1n7r522S2et2SML5ELJ9Jgevnb,Green1,Brown Cornered Desk,Void,,,2,Rendering Supplies,Sunkenship Acquarium,427,Black,Bamboo,Infinity Sign
428-5,2.75,4312,61.94,https://magiceden.io/item-details/Eoggi6jpGqv6VqywxkK1EAosHUjCdX4gd4umSLpu9ZNB,Black,Black Chairwplant,Checkered Tile,Confetti,,5,Beachy Cabinet,Shark Acquarium,428,Goldwhite,Pink Smooth,
428-20,5,1765,49.69,https://magiceden.io/item-details/vHkmvTN2y6rERZipp3RX8cohRs54SYCh34rLjhgF8W4,Blu+e1,Green Cornered Couch,Mud,Confetti,,20,Ottoman,Modelspaceship,428,Blue3,Jungelvines Gray Bricks,Neon Arc Purple Sign
428-18,88,997,0,https://magiceden.io/item-details/6ENAEF6nJon5sv8finDRNbUcWjwPsVzHi9KEjvnqoCK,Blue2,Gray Couch Cornered,Silver Tile,Confetti,,18,Plantpot,Modelplane,428,Pink,Brass Metal,Infinity Sign
428-17,2.9,6557,51.4,https://solanart.io/search/?token=4rM7UEqdFq1FqSTB2irzvVSkEwpFG9SDCR7YWAemQaeR,Burgundy,Djstand,White Slate,Bananas,,17,Canstack,,428,Goldwhite,Blue Crystal,Ice Clock
429-6,3,4181,59.96,https://magiceden.io/item-details/CYXdXq8vAxAw8zNH8cD9U8cinWYPp1KCcHJVw9j72PsU,Purple1,Marble Round Table,Sand,,,6,Officechairs,Oranges Basket,429,Goldwhite,Ice Bricks,Ice Clock
429-18,3,1557,70.53,https://solanart.io/search/?token=D28w1Dtoak2PbG7styF9jaJf9mKQ4bgy9odD46sqV3E5,Blue2,Evening Dining Table,Lightbrown Tile,Sneks,,18,Brown Coathanger,Gmoot Loot,429,Red,White Planks,Katakana Sign
429-20,3.49,7853,40.28,https://solanart.io/search/?token=2VAZVUFE9v6REjTs2EfRfAGo5N7kMvtuSACdNFNdBuAL,Pink,Ice Couch,Lavarock,Bananas,,20,,,429,Blu+e1,Forest Tree,Heart Sign
429-4,2.3,9490,45.58,https://alpha.art/t/5XRBvVSgxNfsnKuaJSGA2y6yJiSpbU9jGWsgHBWgH7ZU,Black,Lunch Dining Table,Silver Tile,Confetti,,4,,,429,Orange1,Blue Crystal,
430-2,3,5979,52.72,https://solanart.io/search/?token=BsR3JEXuwEZK7gM35qcZrphKbz9FMu4vdH4SzUPUTJVP,Yellow,Poker Round Table,Brown Wood,,,2,,Bananas Basket,430,Pink,Bronze Metal,Neon Gmi Sign
430-8,5.55,5976,27.23,https://solanart.io/search/?token=Bu8LRc3NSV9jcfFpb8gSuT6HswqZnTxd4bL1n3wVBEoW,Rose,Djstand,Lavarock,Sneks,,8,Canstack,,430,Green2,Void,Gold Clock
431-18,5,2418,47.06,https://magiceden.io/item-details/HSh4js2ubhLAhAygZLF3Mx3Y2TAXcLv9VXjPyMroprqi,Green1,Green Cornered Couch,Brown Wood,Crystals,,18,Crystal,Plushiebear,431,Red,White Smooth,
431-13,20,2426,0,https://solanart.io/search/?token=4sZ1WvatWQXawiJtkx2xLxvNVWm7eb2pDMsX7bgHmNAV,Turquoise,Gold Couch,Checkered Tile,,,13,Glass Coffeetable,Hourglass,431,Peach,Solana Smooth,Binaryclock
431-14,90,74,0,https://solanart.io/search/?token=5fh7V34utLLMXyeL2a5rjGyJ7uYhtW5Sk1cYjeqHx2Nb,Pink,Silk Bed,Checkered Tile,Socks,,14,Brown Bedtable,Waternplant,431,Blue5,Blue Crystal,Portal
431-4,2.8,2642,68.16,https://alpha.art/t/3zBehzhFyatZetqmsTjRpFEEYnQFSDogN6MMScX5KF56,Pink,Brown Chairwplant,Hay,,,4,Black Cabinet,Skulls Terrarium,431,Blue5,Glass,Dartboard
432-12,5.9,1118,43.3,https://magiceden.io/item-details/7PB73MZeRewdaym39nzVTdbA64TTqUuZhr2m7N73HhhL,Burgundy,Green Cornered Couch,Cobblestone,Confetti,,12,Holotable,Modelplane,432,Orange1,Lightgray Stone,Ice Clock
432-7,2.4,3002,70.71,https://solanart.io/search/?token=Ardx3iHJwCrpjVnejQz91bSvAoHSsp8FgcrVpAxXkGv6,Burgundy,Butcherblock Kitchen,Snow,,,7,Microwave,Bagels,432,Blue2,Adobe,Gray Clock
432-19,6,4438,28.93,https://solanart.io/search/?token=6nVmkSb8vhSjMeksjq5AXeSAry2YMqJzcubSZAzivALt,Rose,Butcherblock Kitchen,Lightgray Wood,,,19,Toaster,Mango,432,Goldwhite,Jungelvines Gray Bricks,Neon Gn Sign
432-3,6.9,5642,15.08,https://solanart.io/search/?token=4kJrkwosKM6XrhT3dkvhVe3G32G6QuaWRSxPGg83vobY,Blu+e1,Gray Couch Cornered,Gmoot Tile,,,3,Brown Round Coffeetable,Oogatoy,432,Purple,White Smooth,
432-16,8.99,5566,0,https://solanart.io/search/?token=6U4K5XDoPcRnTyqqwVPMoLWG5bn8RNwsgqnCUS5FRuNP,Purple1,Cactus,Sand,Crystals,,16,,,432,Green2,Ice Bricks,Clapperboard
432-18,5,8520,22.49,https://alpha.art/t/ALFKFF2h76X2ddb5ZU8RmVBLRn2T9yfNwk6xv9HMyeMd,White,Silk Couch,Black Slate,,,18,Crayons,,432,Red,Ironrusty Metal,Neon Grindset Sign
434-5,3.5,4072,55.4,https://solanart.io/search/?token=7sTHavpRpksaD6MHjWssuxCZy8TFNm32HWDSvzQnAnAi,Purple1,Gray Deskwchair,Lavarock,Sneks,,5,Minifridge,Cash,434,Peach,Jungelvines Gray Bricks,
434-10,5.7,1549,43.56,https://solanart.io/search/?token=6L9d6XuQctAiPqnsbxgKduoHxgwv1fXcwHLDJZADxP12,Purple1,Weightrack,Gold Tile,,,10,Gymbench,Waterbottle,434,Peach,White Smooth,Clapperboard
434-16,11,627,0,https://solanart.io/search/?token=ECp6DxQiCscFXD1Ur2EJWYPyRCEa45EVmxXrm8oKgUXQ,White,Paintersdesk,Darkgray Wood,,,16,Easel,Camera,434,Green1,Pink Smooth,Skyline Poster
434-12,20,6181,0,https://solanart.io/search/?token=C5MAZTau6zTTC8hNebdYT6M2zEwq86jDqzx8BpGtdqcq,Blu+e1,Evening Dining Table,Hay,Crystals,,12,Silver Coathanger,,434,Blue3,Concrete,Neon Gm Sign
435-8,4.6,2306,51.51,https://solanart.io/search/?token=DMdVDExfMzZsARS8FKTx8Fpir4NABA6qcWY2tVgvwHg7,Green2,Beanbags,Dirt,Bananas,,8,Minifridge,Joints,435,Black,Black Smooth,Binaryclock
435-10,2000,6656,0,https://solanart.io/search/?token=HVTm7RmsyXnJUQqEaLh4aioNLbXomga6b6X9qTrfnxLh,Blue2,Futuristic Cornered Couch,Black Wood,,,10,Ottoman,,435,Peach,Adobe,Candles Shelf
435-6,2.1,6091,61.27,https://alpha.art/t/C6ieiypLEeDG3ksTdB1MLJe9DxWH4xjxXBJyD2PUo1yL,Green1,Silk Couch,Brown Wood,Rocks,,6,Candymachine,,435,Orange1,Black Smooth,Heart Sign
436-9,3.5,1181,67.04,https://solanart.io/search/?token=DVvL7gbmyyrQcKbnnuUFyumCgSm3RgCVs8PNUp3bcvVe,Purple1,Brown Round Table,Carpet,Fish,,9,Officechairs,Bananas Basket,436,Pink,Ice Bricks,Neon Gn Sign
436-3,4.9,7893,26.02,https://solanart.io/search/?token=GBVmHKyW8we67DxfH82KQLp3xgiXbZ19yzzzNgkLMsei,Burgundy,Gray Deskwchair,Black Slate,Rocks,,3,,,436,Green2,Gray Bricks,Neon Arc Blue Sign
436-7,7.5,5559,9.41,https://solanart.io/search/?token=ECqp43NVKLgxpGwkhvcX7Mr88NR6daFd3fDH6aHdsQHD,White,Futuristic Cornered Desk,Lavarock,Fish,,7,Garage Supplies,,436,Blue2,Darkgray Stone,Neon Grindset Sign
436-2,8,652,24.17,https://solanart.io/search/?token=BEXn4fM1ziVU5Vx99W6f75FoaUFHkTUHShwSdQJ8HrPr,Purple2,Blacknwhite Couch,White Slate,Bananas,,2,Futuristic Coffeetable,Coffee,436,Green1,Gold Bricks,Neon Gm Sign
437-16,3.88,8268,34.7,https://solanart.io/search/?token=46MsiFqm4GhefP5mCmGZf5GZUUVWiB6kEf3KcZzHJBjm,Black,White Bed,Carpet,,,16,Brown Bedtable,Hoak Cap,437,Goldwhite,Lightbrown Planks,
439-1,6,8185,13.84,https://magiceden.io/item-details/8YEwXYjCFVabJthCo1o6o2f7GVxoVYx27dGGoK9o9L2G,Turquoise,Beanbags,Lavarock,,,1,Bike,,439,Peach,Green Crystal,Neon Gmi Sign
439-14,8,958,22.94,https://magiceden.io/item-details/EZC87ARxc6cdvo5bmPAU5xDoy5EoSTRik1SAMcQWSGrD,White,Cotton Bed,Gray Tile,Basketball,,14,Brown Bedtable,Cowboyhat,439,Peach,Darkgray Smooth,Infinity Sign
439-6,18,1154,0,https://magiceden.io/item-details/3sKQ8DTgfUnxzsTSJfTfkWTWRWd8rJCwadeLJf1dwY16,Pink,Butcherblock Kitchen,White Slate,Fish,,6,Toaster,Grapes,439,Green1,Lightgray Smooth,Gold Clock
439-13,3,6567,50.35,https://solanart.io/search/?token=6y29FbwcMq7GZ8s41yPreqLjqmXaMq9qxJNZQ9nh82ME,Purple2,Futuristic Cornered Couch,Void,Bananas,,13,Holotable,,439,Purple,Darkgray Stone,
440-7,3.69,4279,52.67,https://magiceden.io/item-details/wmyRhi29ocPcnWQk9ouvotg83ypYt47vfjAVq4mwCiX,Teal,Beanbags,Checkered Tile,,,7,Safe,Gummybear,440,Blue5,Forest Tree,Gold Clock
440-20,2.6,1995,72.77,https://solanart.io/search/?token=6gsUq93qEWJjmraWVqtuMk65QuHy1hCFmCY6F4UbbHNf,Blu+e1,Granite Kitchen,Silver Tile,Sneks,,20,Toaster,Bagels,440,Green1,Solana Smooth,Infinity Sign
440-3,66.230003,1115,0,https://solanart.io/search/?token=33Wd4xsnFCbDv2iRozS1t8n9Tpv2H85zciauQJhWFKyn,Green2,Cotton Bed,Lavarock,Basketball,,3,Brown Bedtable,3DGlasses,440,Black,Void,Candles Shelf
441-17,0.75,3062,86.97,https://solanart.io/search/?token=2Cd6wdjbSWegANisThTARn4R4rsQuqPjvMvcqv3p8TXc,Turquoise,Butcherblock Kitchen,Lavarock,,,17,Microwave,Mango,441,Green2,Glass,Neon Arc Purple Sign
441-16,0.75,5808,75.91,https://solanart.io/search/?token=6K8LjjF26GktaZALADf2bb153iiiQamjnn2BE1NbCDzv,Pink,Green Cornered Couch,Carpet,,,16,Marble Round Coffeetable,Oogatoy,441,White,Junglevines Tree,
441-18,1.75,5934,65.4,https://solanart.io/search/?token=EbNLXnV4vMnMV1JjRjGpVQiXLb8tN58aMn6w6gADgASy,Green1,Ice Couch,Gmoot Tile,Fish,,18,Cartire,,441,Green2,Silver Bricks,Infinity Sign
441-13,5,6449,30.83,https://solanart.io/search/?token=9jRaR8s2FiEUozVHfvxcb656m9VM8DvytHiTT4HzezVx,Orange,Marble Round Table,Void,,,13,,Bananas Basket,441,Black,Adobe,Binaryclock
441-2,5,8130,24.06,https://solanart.io/search/?token=EbMhJDgNeRiR56DqELfLNXzMDn5wDzghMQmkxKfwx9ke,Purple1,Paintersdesk,Gmoot Tile,Rocks,,2,,,441,Green2,Ice Bricks,Gold Clock
